query,type,dataset,datasetURL,metaData,spec
show me a distribution of goals,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Goals', 'type': 'quantitative', 'aggregate': None, 'bin': True, 'axis': {'format': 's'}}, 'y': {'field': 'Goals', 'type': 'quantitative', 'aggregate': 'count', 'axis': {'format': 's'}}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
correlate goals and salary,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Salary', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Goals', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'tooltip': {'field': 'Name'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
show me players with salaries more than 60M,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Name', 'type': 'nominal', 'aggregate': None}, 'y': {'field': 'Name', 'type': 'nominal', 'aggregate': 'count'}}, 'transform': [{'filter': 'lower(datum[""Salary""]) > 60000000.0'}], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
which player from France has scored the highest goals,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'y': {'field': 'Goals', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'x': {'field': 'Name', 'type': 'nominal', 'aggregate': None, 'sort': '-y'}}, 'transform': [{'filter': {'field': 'Country', 'oneOf': ['France']}}], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
countries with the highest mean salary,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'y': {'field': 'Salary', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'x': {'field': 'Country', 'type': 'nominal', 'aggregate': None, 'sort': '-y'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
players who scored between 5 and 10 goals and whose age is not more than 25,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Name', 'type': 'nominal', 'aggregate': None}, 'y': {'field': 'Name', 'type': 'nominal', 'aggregate': 'count'}}, 'transform': [{'filter': 'lower(datum[""Age""]) < 25.0'}, {'filter': {'field': 'Goals', 'range': [5.0, 10.0]}}], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
show me spain players under the age of 30 but with more than 5 goals,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Name', 'type': 'nominal', 'aggregate': None}, 'y': {'field': 'Name', 'type': 'nominal', 'aggregate': 'count'}}, 'transform': [{'filter': 'lower(datum[""Age""]) < 30.0'}, {'filter': 'lower(datum[""Goals""]) > 5.0'}, {'filter': {'field': 'Country', 'oneOf': ['Spain']}}], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
"show me club wise median salary for spain, portugal and germany players.",Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'y': {'field': 'Salary', 'type': 'quantitative', 'aggregate': 'median', 'axis': {'format': 's'}}, 'x': {'field': 'Club', 'type': 'nominal', 'aggregate': None}}, 'transform': [{'filter': {'field': 'Country', 'oneOf': ['Spain', 'Portugal', 'Germany']}}], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
show me salaries of left footed players who play as a forward.,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Salary', 'type': 'quantitative', 'aggregate': None, 'bin': True, 'axis': {'format': 's'}}, 'y': {'field': 'Salary', 'type': 'quantitative', 'aggregate': 'count', 'axis': {'format': 's'}}}, 'transform': [{'filter': {'field': 'Foot', 'oneOf': ['Left']}}, {'filter': {'field': 'Position', 'oneOf': ['Forward']}}], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
find the correlation between player goals and salaries across player foot.,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Salary', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Goals', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'color': {'field': 'Foot', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Name'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
show me a distribution of salaries across countries and player positions for right footed players.,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'tick', 'tooltip': True}, 'encoding': {'y': {'field': 'Salary', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'x': {'field': 'Position', 'type': 'nominal', 'aggregate': None}, 'color': {'field': 'Country', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Name'}}, 'transform': [{'filter': {'field': 'Foot', 'oneOf': ['Right']}}], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
show me a distribution of salaries across countries and player positions for right footed players and age greater than 30.,Under specified,euro,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv,"{fields: [{field: Foot, type: nominal}, {field: Name, type: nominal}, {field: Position, type: nominal}, {field: Club, type: nominal}, {field: Country, type: nominal}, {field: Age, type: quantitative}, {field: Salary, type: quantitative}, {field: Goals, type: quantitative}], primaryKey: Name}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'tick', 'tooltip': True}, 'encoding': {'y': {'field': 'Salary', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'x': {'field': 'Position', 'type': 'nominal', 'aggregate': None}, 'color': {'field': 'Country', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Name'}}, 'transform': [{'filter': 'lower(datum[""Age""]) > 30.0'}, {'filter': {'field': 'Foot', 'oneOf': ['Right']}}], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/euro.csv', 'format': {'type': 'csv'}}}"
create a histogram of mpg,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'MPG', 'type': 'quantitative', 'aggregate': None, 'bin': True, 'axis': {'format': 's'}}, 'y': {'field': 'MPG', 'type': 'quantitative', 'aggregate': 'count', 'axis': {'format': 's'}}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
visualize acceleration as a boxplot,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'boxplot', 'tooltip': True}, 'encoding': {'x': {'field': 'Acceleration', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
show origin as a bar chart,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'bar', 'tooltip': True}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'y': {'field': 'Origin', 'type': 'nominal', 'aggregate': 'count'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
visualize hp and displacement as a scatterplot,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'Displacement', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Horsepower', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
show a linechart of horsepower over the years,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'line', 'tooltip': True}, 'encoding': {'y': {'field': 'Horsepower', 'type': 'quantitative', 'aggregate': 'mean', 'axis': {'format': 's'}}, 'x': {'field': 'Year', 'type': 'temporal', 'aggregate': None}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
show a scatterplot of acceleration and mpg across origins,Under specified,cars,https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'MPG', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'aggregate': None, 'axis': {'format': 's'}}, 'color': {'field': 'Origin', 'type': 'nominal', 'aggregate': None}, 'tooltip': {'field': 'Model'}}, 'transform': [], 'data': {'url': 'https://raw.githubusercontent.com/nl4dv/nl4dv/master/examples/assets/data/cars-w-year.csv', 'format': {'type': 'csv'}}}"
